Planet_Name,SNR_Emission_15_micron,SNR_Emission_5_micron,SNR_Transmission_K_mag,Rp,Mp,Tday,Teq,log10g_p,Period,Transit_Duration,K_mag,Distance,Teff,log10g_s,Transit_Flag,Catalog_Name
TOI-561 b,0.044,0.011,0.085,0.13,0.005,2808.0,2361.0,2.886,0.4466,1.327,8.4,85.8,5455.0,4.47,True,nexsci
EPIC 212587672 c,,,,0.21,0.0189,,658.0,3.039,23.2286,3.25,10.9,320.07,6004.0,4.45,True,nexsci
K2-395 c,,,,0.3,0.036,,,2.988,8.4913,,11.4,286.73,5007.0,4.63,True,nexsci
NGTS-15 b,0.02,0.033,0.027,1.1,0.751,1490.0,1253.0,3.187,3.2762,2.504,12.9,786.49,5600.0,4.4,True,nexsci
HATS-71 b,0.0,0.034,0.125,1.02,0.37,699.0,588.0,2.942,3.7955,2.0148,11.7,140.22,3405.0,4.77,True,nexsci
GJ 3473 b,0.0,0.005,0.065,0.11,0.00585,914.0,768.0,3.055,1.198,0.95,8.8,27.36,3347.0,4.81,True,nexsci
TOI-1431 b,1.371,0.421,0.093,1.49,3.12,2849.0,2396.0,3.542,2.6502,2.489,7.4,148.93,7690.0,4.15,True,nexsci
K2-341 b,,,,0.29,0.0327,,598.0,2.996,36.5526,6.25,11.2,421.41,5817.0,4.3,True,nexsci
NGTS-9 b,0.035,0.033,0.006,1.07,2.9,1771.0,1489.0,3.798,4.4353,2.05,11.5,609.13,6330.0,4.37,True,nexsci
NGTS-8 b,0.059,0.07,0.039,1.09,0.93,1590.0,1337.0,3.288,2.4997,2.61,11.6,428.98,5241.0,4.41,True,nexsci
HD 220197 b,,,,0.83,0.2,195.0,164.0,2.855,1728.0,,7.3,64.41,5683.0,4.42,False,nexsci
WASP-126 c,,,,0.84,0.20199,,,2.854,7.63,,9.6,216.53,5800.0,4.28,False,nexsci
KIC 5095269 b,,,,1.13,7.693,437.0,368.0,4.174,237.6898,,12.2,1188.54,6305.0,4.32,False,nexsci
WASP-18 c,,,,0.77,0.17368,2176.0,1830.0,2.867,2.1558,,8.1,123.48,6400.0,4.37,False,nexsci
HD 213885 c,,,,0.42,0.06277,1509.0,1269.0,2.945,4.785,,6.4,48.09,5978.0,4.38,False,nexsci
USco1556 b,,,,1.09,15.0,3.0,2.0,4.495,,,10.4,140.63,3410.0,4.59,False,nexsci
K2-138 g,0.0,0.0,0.044,0.27,0.01359,593.0,498.0,2.668,41.968,4.035,10.3,202.59,5356.0,4.54,True,nexsci
USco1621 b,,,,1.09,16.0,3.0,3.0,4.523,,,10.2,137.9,3460.0,4.25,False,nexsci
HATS-48 A b,0.008,0.039,0.082,0.8,0.243,1139.0,958.0,2.974,3.1317,2.3458,11.4,263.61,4546.0,4.59,True,nexsci
TOI-1728 b,0.002,0.031,0.139,0.45,0.08426,909.0,764.0,3.011,3.4915,1.96,8.8,60.8,3980.0,4.66,True,nexsci
GJ 338 B b,,,,0.28,0.03231,466.0,392.0,2.997,24.45,,4.1,6.33,4005.0,4.68,False,nexsci
EPIC 249893012 c,0.001,0.003,0.019,0.33,0.04616,1129.0,950.0,3.029,15.624,6.37,9.7,321.3,5430.0,3.99,True,nexsci
GJ 433 d,,,,0.19,0.01643,323.0,271.0,3.048,36.059,,5.6,9.06,3461.0,4.76,False,nexsci
HD 80653 b,0.038,0.009,0.025,0.14,0.01762,2989.0,2513.0,3.323,0.7196,1.7976,8.0,109.86,6080.0,4.34,True,nexsci
GJ 1252 b,0.008,0.014,0.077,0.11,0.00658,1294.0,1088.0,3.162,0.5182,0.734,7.9,20.37,3458.0,4.89,True,nexsci
TOI-813 b,0.0,0.003,0.044,0.6,0.114,725.0,610.0,2.896,83.8911,11.947,9.0,263.14,5907.0,3.86,True,nexsci
DMPP-1 d,,,,0.15,0.01054,1941.0,1633.0,3.082,2.882,,6.7,62.54,6196.0,4.41,False,nexsci
DMPP-1 e,,,,0.17,0.01299,1563.0,1314.0,3.068,5.516,,6.7,62.54,6196.0,4.41,False,nexsci
TOI-125 d,0.0,0.002,0.027,0.26,0.04279,760.0,639.0,3.192,19.98,3.1128,9.0,111.06,5320.0,4.52,True,nexsci
G 9-40 b,0.0,0.002,0.084,0.18,0.015,545.0,458.0,3.055,5.746,1.3368,9.2,27.93,3348.0,4.93,True,nexsci
EPIC 249893012 b,0.004,0.002,0.006,0.17,0.02753,1878.0,1579.0,3.353,3.5951,4.33,9.7,321.3,5430.0,3.99,True,nexsci
L 168-9 b,0.003,0.01,0.042,0.12,0.01447,1167.0,982.0,3.368,1.4015,1.322,7.1,25.15,3800.0,4.04,True,nexsci
iot Dra c,,,,1.09,15.6,201.0,169.0,4.512,25000.0,,0.7,31.33,4504.0,2.48,False,nexsci
Kepler-451 c,,,,1.21,1.61,,,3.435,1460.0,,13.0,396.33,29564.0,5.51,False,nexsci
Kepler-1674 b,0.0,0.0,0.005,0.29,0.0326,536.0,451.0,2.995,62.5611,5.907,13.8,1012.48,5474.0,4.53,True,nexsci
DMPP-2 b,,,,1.28,0.437,1930.0,1623.0,2.82,5.2072,,7.4,137.94,6500.0,4.1,False,nexsci
DMPP-3 A b,,,,0.13,0.00812,1092.0,919.0,3.103,6.6732,,7.1,45.23,5138.0,4.3,False,nexsci
GJ 229 A c,,,,0.23,0.02287,261.0,220.0,3.023,121.995,,4.2,5.76,3913.0,4.69,False,nexsci
EPIC 249893012 d,0.0,0.002,0.032,0.35,0.03203,868.0,730.0,2.807,35.747,9.56,9.7,321.3,5430.0,3.99,True,nexsci
DMPP-1 b,,,,0.47,0.07636,1043.0,877.0,2.929,18.57,,6.7,62.54,6196.0,4.41,False,nexsci
GJ 180 d,,,,0.24,0.02379,252.0,212.0,3.021,106.3,,6.6,11.94,3812.0,4.81,False,nexsci
GJ 3082 b,,,,0.25,0.0258,547.0,460.0,3.013,11.949,,7.0,16.62,3910.0,4.77,False,nexsci
DMPP-1 c,,,,0.27,0.0302,1473.0,1239.0,3.002,6.584,,6.7,62.54,6196.0,4.41,False,nexsci
K2-387 b,,,,0.65,0.133,,,2.888,28.7353,2.9904,12.3,266.32,3572.0,4.66,True,nexsci
KMT-2019-BLG-1953L b,,,,1.26,0.64,,,3.0,,,,7040.0,,,False,nexsci
OGLE-2018-BLG-0962L b,,,,1.22,1.34,,,3.349,,,,6500.0,,,False,nexsci
HD 86226 c,0.013,0.019,0.089,0.19,0.02281,1556.0,1309.0,3.181,3.9844,3.12,6.5,45.68,5863.0,4.4,True,nexsci
GJ 1061 b,,,,0.1,0.00431,467.0,393.0,3.046,3.204,,6.6,3.67,2953.0,5.16,False,nexsci
GJ 1061 c,,,,0.1,0.00547,362.0,304.0,3.09,6.689,,6.6,3.67,2953.0,5.16,False,nexsci
GJ 1061 d,,,,0.1,0.00516,291.0,245.0,3.081,13.031,,6.6,3.67,2953.0,5.16,False,nexsci
TOI-132 b,0.025,0.019,0.034,0.3,0.07048,1821.0,1531.0,3.274,2.1097,2.1211,9.6,163.68,5397.0,4.48,True,nexsci
Kepler-1661 b,,,,0.34,0.05349,320.0,269.0,3.047,175.06,,12.2,410.61,5100.0,4.66,True,nexsci
HATS-49 b,0.002,0.021,0.036,0.77,0.353,995.0,836.0,3.175,4.148,2.346,11.9,324.41,4405.0,4.6,True,nexsci
K2-398 b,,,,0.2,0.0182,,,3.039,6.393,,11.7,606.99,5946.0,4.23,True,nexsci
Kepler-1840 b,0.0,0.0,0.006,0.25,0.0256,369.0,310.0,3.014,131.19,7.548,12.7,513.11,4898.0,4.52,True,nexsci
HATS-72 b,0.001,0.035,0.221,0.72,0.1254,878.0,739.0,2.775,7.3279,3.0847,9.8,127.59,4656.0,4.59,True,nexsci
HATS-47 b,0.005,0.049,0.114,1.12,0.369,1017.0,855.0,2.865,3.9228,2.0023,11.9,300.67,4512.0,4.63,True,nexsci
LHS 1815 b,0.0,0.001,0.007,0.1,0.02737,735.0,618.0,3.858,3.8143,1.4131,8.0,29.84,3643.0,4.77,True,nexsci
KMT-2016-BLG-1836L b,,,,1.19,2.2,,,3.586,,,,7100.0,,,False,nexsci
OGLE-2013-BLG-0911L b,,,,1.12,9.51,,,4.274,,,19.6,3220.0,,,False,nexsci
TOI-1246 c,,,,0.22,0.02769,1109.0,933.0,3.136,5.9041,,9.9,169.42,5151.0,4.4,True,nexsci
TOI-1130 c,0.002,0.169,0.373,1.5,0.974,760.0,639.0,3.031,8.3504,2.02,8.4,58.26,4250.0,4.6,True,nexsci
MASCARA-4 b,1.56,0.48,0.112,1.53,3.1,2859.0,2404.0,3.516,2.8241,3.96,7.8,170.7,7800.0,4.1,True,nexsci
NGTS-10 b,0.274,0.169,0.032,1.21,2.162,1846.0,1552.0,3.567,0.7669,1.091,11.7,324.7,4600.0,4.59,True,nexsci
TOI-1130 b,0.001,0.017,0.109,0.33,0.0407,966.0,812.0,2.977,4.0665,1.783,8.4,58.26,4250.0,4.6,True,nexsci
HD 164922 d,,,,0.16,0.01259,939.0,789.0,3.07,12.458,,5.1,22.0,5390.0,4.46,False,nexsci
HD 332231 b,0.008,0.087,0.334,0.87,0.244,1042.0,877.0,2.906,18.712,6.156,7.2,80.67,6089.0,4.28,True,nexsci
CoRoT-31 b,,,,1.46,0.84,1980.0,1665.0,2.99,4.6294,,13.4,2005.76,5700.0,3.85,True,nexsci
KOI-1783.01,0.0,0.0,0.014,0.79,0.22339,506.0,425.0,2.948,134.4628,5.874,12.6,865.73,5922.0,4.3,True,nexsci
TOI-677 b,0.026,0.096,0.073,1.17,1.236,1268.0,1066.0,3.35,11.2366,2.545,8.4,141.81,6295.0,4.29,True,nexsci
HD 158259 e,,,,0.21,0.01913,,,3.036,7.951,,5.0,27.05,5802.0,4.25,False,nexsci
HD 158259 d,,,,0.2,0.01702,,,3.045,5.1981,,5.0,27.05,5802.0,4.25,False,nexsci
KOI-1783.02,0.0,0.0,0.014,0.48,0.0472,394.0,332.0,2.697,284.215,7.793,12.6,865.73,5922.0,4.3,True,nexsci
Kepler-1649 c,0.0,0.0,0.01,0.1,0.00377,350.0,294.0,3.015,19.5353,1.013,12.6,92.19,3240.0,5.0,True,nexsci
EPIC 206042996 c,,,,0.11,0.00588,,,3.105,0.3549,,13.1,451.77,4114.0,4.8,True,nexsci
HD 63935 b,,,,0.27,0.03398,,911.0,3.072,9.0588,3.36,6.9,48.97,5534.0,4.38,True,nexsci
TOI-1181 b,,,,1.3,1.18,,,3.238,2.1032,4.057,9.2,302.82,5990.0,3.9,True,nexsci
WASP-150 b,0.039,0.038,0.003,1.07,8.46,1739.0,1462.0,4.263,5.6442,3.1176,10.7,528.0,6218.0,4.15,True,nexsci
WASP-176 b,0.192,0.109,0.082,1.5,0.855,2046.0,1721.0,2.971,3.8991,5.1528,10.6,568.42,5941.0,4.0,True,nexsci
WASP-148 c,,,,1.25,0.4,693.0,583.0,2.802,34.516,,10.5,246.35,5460.0,4.4,False,nexsci
TOI-849 b,0.048,0.018,0.015,0.31,0.12299,2338.0,1966.0,3.51,0.7655,1.57,10.4,225.73,5374.0,4.48,True,nexsci
TOI-1235 b,0.0,0.006,0.038,0.15,0.01856,923.0,776.0,3.305,3.4447,2.094,7.9,39.63,3997.0,4.64,True,nexsci
LTT 3780 c,0.0,0.001,0.058,0.2,0.02706,419.0,353.0,3.203,12.2519,1.392,8.2,21.98,3331.0,4.9,True,nexsci
Wendelstein-1 b,,,,1.03,0.592,1134.0,953.0,3.14,2.6634,,12.2,305.3,4251.0,4.55,True,nexsci
Kepler-88 d,,,,1.17,3.05046,,,3.742,1403.0,,11.5,376.86,5466.0,4.53,False,nexsci
GJ 887 c,,,,0.24,0.02391,419.0,352.0,3.02,21.789,,3.5,3.29,3688.0,4.78,False,nexsci
TOI-169 b,0.12,0.068,0.04,1.09,0.791,2040.0,1715.0,3.221,2.2554,1.7064,10.8,407.84,5880.0,4.28,True,nexsci
TYC 8998-760-1 c,,,,1.1,6.0,14.0,12.0,4.09,,,8.4,94.62,4573.0,4.29,False,nexsci
OGLE-2018-BLG-0567L b,,,,1.1,0.32,,,2.817,,,,7060.0,,,False,nexsci
HD 81817 b,,,,1.06,27.1,1196.0,1006.0,4.777,1047.1,,0.8,269.13,4140.0,1.3,False,nexsci
K2-374 b,,,,0.14,0.00996,,,3.088,4.522,,11.3,359.44,5789.0,4.39,True,nexsci
LTT 3780 b,0.002,0.011,0.072,0.12,0.00824,1056.0,888.0,3.159,0.7684,0.818,8.2,21.98,3331.0,4.9,True,nexsci
HD 105779 b,,,,1.26,0.64,175.0,147.0,3.0,2412.0,,7.1,55.24,5792.0,4.36,False,nexsci
Kepler-56 d,,,,1.14,5.61,386.0,325.0,4.029,1002.0,,10.2,912.99,4819.0,3.31,False,nexsci
HD 191939 b,0.002,0.018,0.145,0.3,0.03272,1065.0,895.0,2.949,8.8803,3.075,7.2,53.61,5348.0,4.3,True,nexsci
GJ 887 b,,,,0.17,0.01321,556.0,468.0,3.064,9.262,,3.5,3.29,3688.0,4.78,False,nexsci
NGTS-11 b,0.0,0.005,0.049,0.82,0.344,588.0,495.0,3.106,35.4553,3.59,10.3,190.42,5050.0,4.5,True,nexsci
WASP-148 b,0.003,0.019,0.041,0.72,0.291,1093.0,919.0,3.141,8.8038,3.016,10.5,246.35,5460.0,4.4,True,nexsci
TOI-1231 b,0.0,0.001,0.119,0.33,0.04845,393.0,331.0,3.053,24.2456,3.24,8.1,27.62,3553.0,4.77,True,nexsci
TOI-178 g,0.0,0.001,0.109,0.26,0.0124,559.0,470.0,2.671,20.7095,2.167,8.7,62.7,4316.0,4.45,True,nexsci
HD 5278 c,,,,0.4,0.05789,789.0,664.0,2.951,40.87,,6.6,57.58,6203.0,4.5,False,nexsci
TOI-640 b,0.333,0.192,0.181,1.77,0.88,2078.0,1748.0,2.842,5.0038,3.6048,9.2,342.0,6460.0,3.99,True,nexsci
HD 95338 b,0.0,0.003,0.05,0.35,0.13353,545.0,458.0,3.439,55.087,4.276,6.6,36.99,5212.0,4.54,True,nexsci
TOI-1899 b,0.0,0.005,0.102,1.15,0.66,432.0,363.0,3.092,29.02,4.67,10.5,128.44,3841.0,4.67,True,nexsci
HIP 67522 b,,,,0.9,0.228,,1174.0,2.846,6.9595,4.822,8.2,127.28,5675.0,4.2,True,nexsci
BD-11 4672 c,,,,0.36,0.04836,381.0,320.0,2.966,74.2,,6.9,27.17,4550.0,4.64,False,nexsci
TOI-700 c,0.0,0.001,0.066,0.24,0.0236,422.0,355.0,3.021,16.0511,1.4136,8.6,31.13,3461.0,4.8,True,nexsci
HD 191939 d,0.0,0.003,0.154,0.27,0.01825,654.0,550.0,2.79,38.3525,5.527,7.2,53.61,5348.0,4.3,True,nexsci
TOI-700 d,0.0,0.0,0.029,0.1,0.00495,318.0,268.0,3.072,37.4248,3.3216,8.6,31.13,3461.0,4.8,True,nexsci
HD 191939 c,0.0,0.005,0.129,0.28,0.02265,721.0,606.0,2.871,28.5805,4.455,7.2,53.61,5348.0,4.3,True,nexsci
HATS-37 A b,0.013,0.038,0.146,0.61,0.099,1293.0,1087.0,2.825,4.3315,2.9136,9.9,211.9,5326.0,4.48,True,nexsci
TOI-561 d,0.0,0.002,0.032,0.23,0.0376,728.0,612.0,3.261,25.62,4.85,8.4,85.8,5455.0,4.47,True,nexsci
HD 5278 b,0.001,0.009,0.079,0.22,0.02454,1119.0,941.0,3.103,14.3392,4.8,6.6,57.58,6203.0,4.5,True,nexsci
HD 27969 b,,,,1.15,4.8,309.0,260.0,3.954,654.5,,6.2,67.93,5966.0,4.12,False,nexsci
TOI-1444 b,,,,0.13,0.01218,,2148.0,3.286,0.4703,1.1525,9.1,125.46,5430.0,4.49,True,nexsci
TOI-178 e,0.0,0.002,0.069,0.2,0.01214,713.0,600.0,2.89,9.9619,2.501,8.7,62.7,4316.0,4.45,True,nexsci
NGTS-18 b,0.041,0.034,0.045,1.21,0.409,1792.0,1507.0,2.84,3.0513,3.601,12.9,1096.19,5610.0,4.16,True,nexsci
TOI-257 b,0.013,0.055,0.21,0.64,0.138,1223.0,1028.0,2.923,18.3882,6.485,6.3,76.9,6095.0,4.04,True,nexsci
WASP-110 b,,,,1.24,0.51,,,2.916,3.7784,,10.9,274.96,5400.0,4.1,True,nexsci
Kepler-1677 b,0.0,0.0,0.005,0.24,0.0244,957.0,805.0,3.018,22.064,3.493,12.3,735.37,6014.0,4.29,True,nexsci
BD+63 1405 b,,,,1.16,3.96,179.0,150.0,3.863,1198.48,,6.8,38.05,5000.0,4.2,False,nexsci
HD 124330 b,,,,1.25,0.75,414.0,348.0,3.075,270.66,,6.4,60.2,5873.0,4.24,False,nexsci
HD 110113 c,,,,0.29,0.03304,1241.0,1044.0,2.994,6.744,,8.5,106.31,5732.0,4.46,False,nexsci
HD 216520 b,,,,0.28,0.03228,573.0,482.0,2.997,35.45,,5.4,19.55,5103.0,4.54,False,nexsci
MOA-2013-BLG-220L b,,,,1.18,2.74,,,3.688,,,,6720.0,,,False,nexsci
TOI-942 c,0.001,0.01,0.002,0.52,2.5,981.0,825.0,4.365,10.1564,1.9186,9.6,152.6,4928.0,4.31,True,nexsci
HD 13808 b,,,,0.3,0.03524,786.0,661.0,2.99,14.1815,,6.3,28.23,5035.0,4.58,False,nexsci
TOI-178 d,0.0,0.005,0.156,0.23,0.00947,820.0,690.0,2.651,6.5577,2.346,8.7,62.7,4316.0,4.45,True,nexsci
K2-331 c,,,,0.24,0.0247,,673.0,3.016,22.9966,4.43,9.8,211.43,5994.0,4.43,True,nexsci
G 264-012 c,,,,0.16,0.0118,456.0,383.0,3.074,8.0518,,8.0,16.01,3326.0,4.85,False,nexsci
HD 108236 e,0.0,0.006,0.095,0.28,0.0306,824.0,692.0,3.001,19.59,4.013,7.6,64.6,5660.0,4.49,True,nexsci
HD 4760 b,,,,1.1,13.9,1425.0,1199.0,4.454,434.0,,4.0,537.87,4076.0,1.62,False,nexsci
TOI-564 b,0.22,0.12,0.034,1.02,1.463,2042.0,1717.0,3.542,1.6511,1.0272,9.6,199.58,5640.0,4.36,True,nexsci
K2-336 b,,,,0.11,0.00624,,569.0,3.115,21.1947,4.65,10.8,239.29,5424.0,4.56,True,nexsci
TOI-157 b,0.182,0.121,0.054,1.29,1.18,1892.0,1591.0,3.248,2.0845,2.1458,10.9,355.68,5404.0,4.28,True,nexsci
TOI-700 b,0.0,0.0,0.041,0.09,0.00348,494.0,416.0,2.999,9.977,2.2632,8.6,31.13,3461.0,4.8,True,nexsci
HIP 65 A b,1.783,1.544,0.364,2.03,3.213,1673.0,1407.0,3.286,0.981,0.7858,8.3,61.79,4590.0,4.61,True,nexsci
K2-356 b,,,,0.2,0.0184,740.0,623.0,3.04,21.0267,,11.5,355.54,5568.0,4.52,True,nexsci
HIP 107772 b,,,,0.33,0.04059,333.0,280.0,2.979,55.199,,7.1,23.64,4006.0,4.73,False,nexsci
CFHTWIR-Oph 98 b,,,,1.86,7.8,5.0,4.0,3.747,8040000.0,,14.6,,2320.0,3.85,False,nexsci
Kepler-783 c,0.0,0.001,0.007,0.21,0.019,1107.0,931.0,3.037,7.054,1.7244,12.3,516.09,5411.0,4.53,True,nexsci
K2-315 b,,,,0.09,0.00254,,460.0,2.94,3.1443,0.821,11.8,56.97,3300.0,5.09,True,nexsci
HATS-38 b,0.017,0.024,0.111,0.61,0.074,1536.0,1292.0,2.687,4.375,3.216,10.8,343.52,5732.0,4.3,True,nexsci
Kepler-1688 b,0.0,0.0,0.006,0.11,0.0067,958.0,805.0,3.114,5.6201,2.751,11.8,567.45,4632.0,4.6,True,nexsci
Kepler-1689 b,0.0,0.0,0.007,0.08,0.00251,1163.0,978.0,2.945,8.483,2.485,10.7,294.12,5731.0,4.45,True,nexsci
Kepler-1085 c,0.0,0.0,0.004,0.29,0.0337,633.0,532.0,2.991,56.7771,6.538,13.9,1364.53,5816.0,4.39,True,nexsci
Kepler-1669 b,0.0,0.001,0.008,0.25,0.0256,762.0,641.0,3.014,9.5122,2.9497,13.2,543.44,4303.0,4.56,True,nexsci
Kepler-1664 b,0.0,0.001,0.008,0.27,0.0297,1009.0,848.0,3.001,14.3868,2.169,12.1,626.69,5736.0,4.35,True,nexsci
Kepler-1685 b,0.0,0.0,0.004,0.23,0.0225,748.0,629.0,3.023,20.4905,4.961,14.1,1141.89,5484.0,4.58,True,nexsci
Kepler-1690 b,0.0,0.0,0.004,0.25,0.0261,341.0,287.0,3.012,234.636,6.897,12.9,703.79,5404.0,4.54,True,nexsci
Kepler-1676 b,0.0,0.0,0.008,0.3,0.0357,785.0,660.0,2.99,29.9221,2.758,12.0,,5878.0,4.47,True,nexsci
Kepler-1681 b,0.0,0.0,0.007,0.23,0.0222,509.0,428.0,3.025,69.8956,5.276,12.7,758.3,5756.0,4.54,True,nexsci
Kepler-1828 b,0.0,0.0,0.005,0.19,0.0161,1039.0,874.0,3.048,10.2738,3.233,13.3,871.81,5806.0,4.53,True,nexsci
K2-334 b,,,,0.5,0.0854,,1380.0,2.921,5.114,2.46,10.2,371.82,6502.0,4.22,True,nexsci
K2-330 b,,,,0.25,0.0255,,969.0,3.015,13.7748,4.57,8.4,160.13,6232.0,4.18,True,nexsci
TOI-1518 b,1.594,0.442,0.154,1.88,2.3,2964.0,2492.0,3.21,1.9026,2.047,8.3,225.89,7300.0,4.1,True,nexsci
GJ 9066 b,,,,0.54,0.09722,114.0,96.0,2.911,241.883,,6.6,4.47,3154.0,5.1,False,nexsci
K2-323 b,,,,0.19,0.0159,442.0,372.0,3.052,24.93,,10.8,118.32,3710.0,4.63,True,nexsci
K2-318 b,,,,0.15,0.0107,543.0,456.0,3.083,7.01,,11.2,147.87,3851.0,4.7,True,nexsci
K2-316 c,,,,0.16,0.0126,503.0,423.0,3.07,5.26,,11.9,112.49,3436.0,4.89,True,nexsci
2MASS J01033563-5515561 AB b,,,,1.1,13.0,,,4.425,,,9.2,47.2,,,False,nexsci
HIP 48714 b,,,,0.46,0.07205,533.0,448.0,2.934,17.818,,5.2,10.53,4016.0,4.66,False,nexsci
EPIC 201170410.02 b,,,,0.09,0.0036,593.0,498.0,3.014,6.7987,,12.6,134.0,3648.0,5.0,True,nexsci
TOI-954 b,0.145,0.083,0.167,0.85,0.174,2021.0,1699.0,2.774,3.685,4.536,8.8,238.77,5710.0,3.96,True,nexsci
GJ 687 c,,,,0.37,0.05034,118.0,99.0,2.962,727.562,,4.5,4.55,3413.0,4.82,False,nexsci
Kepler-595 c,0.0,0.0,0.001,0.09,0.01038,851.0,716.0,3.502,12.386,2.604,12.9,643.01,5139.0,4.46,True,nexsci
K2-319 b,,,,0.25,0.0258,760.0,639.0,3.013,26.68,,10.2,209.07,5440.0,4.51,True,nexsci
GJ 480 b,,,,0.33,0.04153,504.0,424.0,2.976,9.567,,6.7,14.24,3381.0,4.78,False,nexsci
HIP 38594 c,,,,0.71,0.15228,95.0,80.0,2.877,3477.768,,6.2,17.79,4086.0,4.63,False,nexsci
K2-326 b,,,,0.2,0.0183,1328.0,1117.0,3.042,1.256,,12.1,282.31,3924.0,4.46,True,nexsci
K2-320 b,,,,0.23,0.0232,832.0,700.0,3.021,1.995,,12.5,108.74,3157.0,4.55,True,nexsci
HIP 4845 b,,,,0.35,0.04531,425.0,357.0,2.97,34.15,,6.5,21.1,4010.0,4.62,False,nexsci
K2-325 b,,,,0.2,0.0172,504.0,424.0,3.045,6.93,,12.4,111.64,3287.0,4.84,True,nexsci
GJ 2056 b,,,,0.37,0.05097,370.0,311.0,2.96,69.971,,6.9,28.44,4070.0,4.48,False,nexsci
K2-321 b,,,,0.17,0.014,831.0,699.0,3.059,2.298,,9.6,77.69,3855.0,4.68,True,nexsci
K2-317 b,,,,0.26,0.028,514.0,432.0,3.008,6.22,,13.0,176.29,3387.0,4.88,True,nexsci
K2-324 b,,,,0.22,0.0204,845.0,710.0,3.031,3.262,,11.2,136.67,3752.0,4.74,True,nexsci
K2-316 b,,,,0.12,0.00733,1002.0,842.0,3.108,1.133,,11.9,112.49,3436.0,4.89,True,nexsci
HIP 38594 b,,,,0.25,0.02549,368.0,309.0,3.015,60.722,,6.2,17.79,4086.0,4.63,False,nexsci
Kepler-1686 b,0.0,0.0,0.003,0.13,0.00825,1220.0,1026.0,3.103,9.3099,3.455,12.3,729.82,5715.0,4.29,True,nexsci
K2-322 b,,,,0.17,0.0137,755.0,635.0,3.065,8.205,,10.4,123.42,4141.0,4.68,True,nexsci
Kepler-1678 b,0.0,0.0,0.006,0.29,0.0344,413.0,347.0,2.991,147.974,6.854,13.4,847.34,5754.0,4.61,True,nexsci
Kepler-1001 c,0.0,0.0,0.003,0.14,0.0098,975.0,820.0,3.087,9.1819,3.396,13.7,928.98,5376.0,4.56,True,nexsci
Kepler-1683 b,0.0,0.0,0.004,0.17,0.0131,859.0,722.0,3.066,15.0337,3.272,13.0,733.14,5429.0,4.51,True,nexsci
Kepler-1692 b,0.0,0.0,0.003,0.1,0.00447,1083.0,911.0,3.053,5.9597,2.896,12.7,591.02,5146.0,4.5,True,nexsci
K2-358 b,,,,0.24,0.0241,1052.0,885.0,3.019,11.251,,12.0,480.31,5650.0,4.49,True,nexsci
HD 63433 c,0.0,0.012,0.219,0.24,0.0239,808.0,679.0,3.019,20.5453,4.068,5.3,22.4,5640.0,4.53,True,nexsci
Kepler-1687 b,0.0,0.0,0.005,0.15,0.0106,878.0,738.0,3.079,5.7795,2.5213,12.7,417.01,4132.0,4.53,True,nexsci
Kepler-1673 b,0.0,0.0,0.007,0.26,0.0281,795.0,669.0,3.006,33.7888,5.4794,12.3,727.19,6015.0,4.38,True,nexsci
TOI-763 c,0.0,0.005,0.043,0.23,0.02932,932.0,784.0,3.119,12.2737,3.6564,8.5,95.13,5450.0,4.45,True,nexsci
TOI-763 b,0.001,0.006,0.03,0.2,0.0308,1210.0,1018.0,3.268,5.6057,2.7774,8.5,95.13,5450.0,4.45,True,nexsci
Kepler-385 d,0.0,0.0,0.003,0.23,0.0232,655.0,551.0,3.021,56.4159,8.075,13.8,1432.61,5829.0,4.33,True,nexsci
Kepler-1668 b,0.0,0.001,0.007,0.39,0.0548,911.0,766.0,2.955,15.434,4.2572,14.0,1335.64,5542.0,4.41,True,nexsci
HD 191939 e,,,,1.14,0.33981,472.0,397.0,2.812,101.5,,7.2,53.61,5348.0,4.3,False,nexsci
Kepler-1675 b,0.0,0.0,0.008,0.28,0.0313,643.0,541.0,2.999,63.0382,7.3269,12.2,651.12,5853.0,4.36,True,nexsci
Kepler-305 e,0.0,0.0,0.004,0.16,0.0122,1301.0,1094.0,3.072,3.2054,2.143,13.7,868.48,4974.0,4.52,True,nexsci
Kepler-1699 b,0.0,0.001,0.005,0.14,0.00968,1327.0,1116.0,3.088,3.4908,1.4513,13.0,818.76,5576.0,4.62,True,nexsci
Kepler-647 c,0.0,0.001,0.008,0.36,0.0476,987.0,830.0,2.966,29.6663,8.412,12.6,1087.87,5907.0,4.09,True,nexsci
Kepler-1665 b,0.0,0.001,0.013,0.25,0.0266,806.0,678.0,3.013,11.9548,2.1433,11.6,335.51,5050.0,4.58,True,nexsci
TIC 237913194 b,0.001,0.021,0.013,1.12,1.942,997.0,839.0,3.586,15.1689,1.572,10.5,306.06,5788.0,4.38,True,nexsci
TOI-824 b,0.018,0.024,0.046,0.26,0.0581,1496.0,1258.0,3.325,1.393,1.1534,8.4,63.93,4600.0,4.61,True,nexsci
Kepler-598 c,0.0,0.0,0.006,0.27,0.0296,477.0,401.0,3.003,86.4945,7.284,12.9,681.09,5245.0,4.48,True,nexsci
Kepler-1671 b,0.0,0.001,0.006,0.12,0.00729,1282.0,1078.0,3.113,4.1679,2.2148,11.5,357.06,5136.0,4.44,True,nexsci
